"Full Image Title","Date","Onsite Image URL","Object Page URL","Shortened Title with Date"
"Road with Travelers",1612,"../img/scale/brueghel/3513.jpg","/janbrueghel/road-with-travelers","Road with Travelers"
"Soldiers Resting in a Forest",1612,"../img/scale/brueghel/3562.jpg","/janbrueghel/soldiers-resting-in-a-forest","Soldiers Resting in a Forest"
"Travelers Meeting Band of Gypsies on Mountain Pass",1612,"../img/scale/brueghel/3661.jpg","/janbrueghel/travelers-meeting-band-of-gypsies-on-mountain-pass","Travelers Meeting Band of Gypsies on Mountain Pass"
"Village Kermis",1612,"../img/scale/brueghel/3712.jpg","/janbrueghel/village-kermis","Village Kermis"
"Village Meeting Place under Two Old Trees",1612,"../img/scale/brueghel/3719.jpg","/janbrueghel/village-meeting-place-under-two-old-trees","Village Meeting Place under Two Old Trees"
"Village Wedding Procession (Madrid)",1612,"../img/scale/brueghel/3734.jpg","/janbrueghel/village-wedding-procession-madrid","Village Wedding Procession (Madrid)"
"A Village in the Mountains",1612,"../img/scale/brueghel/3739.jpg","/janbrueghel/a-village-in-the-mountains","A Village in the Mountains"
"View of the Town of Spa",1612,"../img/scale/brueghel/9856.jpg","/janbrueghel/view-of-the-town-of-spa","View of the Town of Spa"
"Country Road with Cattle and Travelers",1613,"../img/scale/brueghel/3049.jpg","/janbrueghel/country-road-with-cattle-and-travelers","Country Road with Cattle and Travelers"
"Oil Sketch of Dogs",1613,"../img/scale/brueghel/3394.jpg","/janbrueghel/oil-sketch-of-dogs","Oil Sketch of Dogs"
"Oil Sketch of Monkeys, Donkeys, and Cats",1613,"../img/scale/brueghel/3395.jpg","/janbrueghel/oil-sketch-of-monkeys-donkeys-and-cats","Oil Sketch of Monkeys, Donkeys, and Cats"
"Paradise Landscape with Fall of Man (New York, Gallery William Doyle)",1613,"../img/scale/brueghel/3421.jpg","/janbrueghel/paradise-landscape-with-fall-of-man-new-york-gallery-william-doyle","Paradise Landscape with Fall of Man (New York, Gallery William Doyle)"
"The Mill on the Pier",1613,"../img/scale/brueghel/3631.jpg","/janbrueghel/the-mill-on-the-pier","The Mill on the Pier"
"Venus and Mars",1613,"../img/scale/brueghel/3685.jpg","/janbrueghel/venus-and-mars","Venus and Mars"
"Village Landscape with Cattle Market",1613,"../img/scale/brueghel/3714.jpg","/janbrueghel/village-landscape-with-cattle-market","Village Landscape with Cattle Market"
"Village Street with Drinking Horse",1613,"../img/scale/brueghel/3731.jpg","/janbrueghel/village-street-with-drinking-horse","Village Street with Drinking Horse"
"Paradise with Fall of Man (Brentford)",1613,"../img/scale/brueghel/3841.jpg","/janbrueghel/paradise-with-fall-of-man-brentford","Paradise with Fall of Man (Brentford)"
"Allegory of Water (Milan)",1614,"../img/scale/brueghel/2936.jpg","/janbrueghel/allegory-of-water-milan","Allegory of Water (Milan)"
"Busy Village Street with Resting Travelers",1614,"../img/scale/brueghel/3011.jpg","/janbrueghel/busy-village-street-with-resting-travelers","Busy Village Street with Resting Travelers"
"Grain Harvest",1614,"../img/scale/brueghel/3254.jpg","/janbrueghel/grain-harvest","Grain Harvest"
"Paradise with Fall of Man (The Hague, Mauritshuis)",1614,"../img/scale/brueghel/3428.jpg","/janbrueghel/paradise-with-fall-of-man-the-hague-mauritshuis","Paradise with Fall of Man (The Hague, Mauritshuis)"
"Peasant Dance on Hilltop Road, with Burgher Audience",1614,"../img/scale/brueghel/3431.jpg","/janbrueghel/peasant-dance-on-hilltop-road-with-burgher-audience","Peasant Dance on Hilltop Road, with Burgher Audience"
"Sloth: Laborers Asleep in the Fields",1614,"../img/scale/brueghel/3555.jpg","/janbrueghel/sloth-laborers-asleep-in-the-fields","Sloth: Laborers Asleep in the Fields"
"Travelers on Flooded Road Near a Windmill",1614,"../img/scale/brueghel/3663.jpg","/janbrueghel/travelers-on-flooded-road-near-a-windmill","Travelers on Flooded Road Near a Windmill"
"Village Kermis in Schelle with Self Portrait",1614,"../img/scale/brueghel/3868.jpg","/janbrueghel/village-kermis-in-schelle-with-self-portrait","Village Kermis in Schelle with Self Portrait"
"Cargo Vessels and Rowboats off a Wharf",1614,"../img/scale/brueghel/9748.jpg","/janbrueghel/cargo-vessels-and-rowboats-off-a-wharf","Cargo Vessels and Rowboats off a Wharf"
"Allegory of the Four Elements",1615,"../img/scale/brueghel/2940.jpg","/janbrueghel/allegory-of-the-four-elements","Allegory of the Four Elements"
"Angels with Fruit Garland (Germany)",1615,"../img/scale/brueghel/2948.jpg","/janbrueghel/angels-with-fruit-garland-germany","Angels with Fruit Garland (Germany)"
"Autumn (Braunschweig)",1615,"../img/scale/brueghel/2955.jpg","/janbrueghel/autumn-braunschweig","Autumn (Braunschweig)"
"Basket and Glass Vase of Flowers (Washington)",1615,"../img/scale/brueghel/2968.jpg","/janbrueghel/basket-and-glass-vase-of-flowers-washington","Basket and Glass Vase of Flowers (Washington)"
"Busy Village Street by a Stream",1615,"../img/scale/brueghel/3010.jpg","/janbrueghel/busy-village-street-by-a-stream","Busy Village Street by a Stream"
"Cattle Market in a Village",1615,"../img/scale/brueghel/3022.jpg","/janbrueghel/cattle-market-in-a-village","Cattle Market in a Village"
"Garden of the Janshoven Castle",1615,"../img/scale/brueghel/3252.jpg","/janbrueghel/garden-of-the-janshoven-castle","Garden of the Janshoven Castle"
"Holy Family in Landscape (Turin)",1615,"../img/scale/brueghel/3273.jpg","/janbrueghel/holy-family-in-landscape-turin","Holy Family in Landscape (Turin)"
"Holy Family in a Landscape",1615,"../img/scale/brueghel/3276.jpg","/janbrueghel/holy-family-in-a-landscape","Holy Family in a Landscape"
"Paradise Landscape (Canada)",1615,"../img/scale/brueghel/3413.jpg","/janbrueghel/paradise-landscape-canada","Paradise Landscape (Canada)"
"Paradise Landscape with Fall of Man (London, Hampton Court)",1615,"../img/scale/brueghel/3418.jpg","/janbrueghel/paradise-landscape-with-fall-of-man-london-hampton-court","Paradise Landscape with Fall of Man (London, Hampton Court)"
"Paradise with Fall of Man (Belgium)",1615,"../img/scale/brueghel/3426.jpg","/janbrueghel/paradise-with-fall-of-man-belgium","Paradise with Fall of Man (Belgium)"
"Roadway by a Stream",1615,"../img/scale/brueghel/3517.jpg","/janbrueghel/roadway-by-a-stream","Roadway by a Stream"
"Spring (Braunschweig)",1615,"../img/scale/brueghel/3564.jpg","/janbrueghel/spring-braunschweig","Spring (Braunschweig)"
"Villagers on Their Way to Market",1615,"../img/scale/brueghel/3741.jpg","/janbrueghel/villagers-on-their-way-to-market","Villagers on Their Way to Market"
"Wide River Landscape with Travelers",1615,"../img/scale/brueghel/3762.jpg","/janbrueghel/wide-river-landscape-with-travelers","Wide River Landscape with Travelers"
"Winter (Braunschweig)",1615,"../img/scale/brueghel/3768.jpg","/janbrueghel/winter-braunschweig","Winter (Braunschweig)"
"Winter Village Landscape with Ice Skaters",1615,"../img/scale/brueghel/3774.jpg","/janbrueghel/winter-village-landscape-with-ice-skaters","Winter Village Landscape with Ice Skaters"
"The Banquet of Achelous",1615,"../img/scale/brueghel/3854.jpg","/janbrueghel/the-banquet-of-achelous","The Banquet of Achelous"
"Landscape with Wagons on a Road",1615,"../img/scale/brueghel/9711.jpg","/janbrueghel/landscape-with-wagons-on-a-road","Landscape with Wagons on a Road"
"Hilly Landscape",1615,"../img/scale/brueghel/9760.jpg","/janbrueghel/hilly-landscape","Hilly Landscape"
"Allegory of Autumn (Neuburg an der Donau)",1616,"../img/scale/brueghel/2907.jpg","/janbrueghel/allegory-of-autumn-neuburg-an-der-donau","Allegory of Autumn (Neuburg an der Donau)"
"Allegory of Spring (Neuburg an der Donau)",1616,"../img/scale/brueghel/2926.jpg","/janbrueghel/allegory-of-spring-neuburg-an-der-donau","Allegory of Spring (Neuburg an der Donau)"
"Allegory of Winter (Neuburg an der Donau)",1616,"../img/scale/brueghel/2938.jpg","/janbrueghel/allegory-of-winter-neuburg-an-der-donau","Allegory of Winter (Neuburg an der Donau)"
"Banquet of Odysseus with Calypso",1616,"../img/scale/brueghel/2960.jpg","/janbrueghel/banquet-of-odysseus-with-calypso","Banquet of Odysseus with Calypso"
"Cattle Crossing by a Country Road",1616,"../img/scale/brueghel/3021.jpg","/janbrueghel/cattle-crossing-by-a-country-road","Cattle Crossing by a Country Road"
"Marriage of Peleus and Thetis (Dresden)",1616,"../img/scale/brueghel/3362.jpg","/janbrueghel/marriage-of-peleus-and-thetis-dresden","Marriage of Peleus and Thetis (Dresden)"
"Travelers Pausing before an Inn",1616,"../img/scale/brueghel/3662.jpg","/janbrueghel/travelers-pausing-before-an-inn","Travelers Pausing before an Inn"
"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait",1616,"../img/scale/brueghel/3869.jpg","/janbrueghel/village-landscape-with-dancers-ballad-singers-and-possible-self-portrait","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait"
"Meal Time of The Gods",1616,"../img/scale/brueghel/5553.jpg","/janbrueghel/meal-time-of-the-gods","Meal Time of The Gods"
"Allegory of Touch, Hearing and Taste",1617,"../img/scale/brueghel/2929.jpg","/janbrueghel/allegory-of-touch-hearing-and-taste","Allegory of Touch, Hearing and Taste"
"Archduke Albert before Mariemont Castle (Germany)",1617,"../img/scale/brueghel/2950.jpg","/janbrueghel/archduke-albert-before-mariemont-castle-germany","Archduke Albert before Mariemont Castle (Germany)"
"Basket and Glass Vase of Flowers (Amsterdam)",1617,"../img/scale/brueghel/2967.jpg","/janbrueghel/basket-and-glass-vase-of-flowers-amsterdam","Basket and Glass Vase of Flowers (Amsterdam)"
"Madonna and Child in a Flower Garland with Putti (Munich)",1617,"../img/scale/brueghel/3350.jpg","/janbrueghel/madonna-and-child-in-a-flower-garland-with-putti-munich","Madonna and Child in a Flower Garland with Putti (Munich)"
"The Vision of St. Hubert (Madrid)",1617,"../img/scale/brueghel/3651.jpg","/janbrueghel/the-vision-of-st-hubert-madrid","The Vision of St. Hubert (Madrid)"
"Allegory of the Five Senses",1617,"../img/scale/brueghel/3799.jpg","/janbrueghel/allegory-of-the-five-senses","Allegory of the Five Senses"
"Allegory of Vanity: The Feast of the Monkeys (Belgium)",1618,"../img/scale/brueghel/2931.jpg","/janbrueghel/allegory-of-vanity-the-feast-of-the-monkeys-belgium","Allegory of Vanity: The Feast of the Monkeys (Belgium)"
"Allegory of Water (London)",1618,"../img/scale/brueghel/2934.jpg","/janbrueghel/allegory-of-water-london","Allegory of Water (London)"
"Archduke Albrecht Before Tervueren Castle",1618,"../img/scale/brueghel/2951.jpg","/janbrueghel/archduke-albrecht-before-tervueren-castle","Archduke Albrecht Before Tervueren Castle"
"Village Street with Cart",1618,"../img/scale/brueghel/3728.jpg","/janbrueghel/village-street-with-cart","Village Street with Cart"
"Fruit Garland with Offering to Ceres",1618,"../img/scale/brueghel/3825.jpg","/janbrueghel/fruit-garland-with-offering-to-ceres","Fruit Garland with Offering to Ceres"
"Country Road with Wagons on Plain",1618,"../img/scale/brueghel/9614.jpg","/janbrueghel/country-road-with-wagons-on-plain","Country Road with Wagons on Plain"
"Country Road with Four Windmills",1618,"../img/scale/brueghel/9777.jpg","/janbrueghel/country-road-with-four-windmills","Country Road with Four Windmills"
"Country Road with Elegant Travelers, Including Nursing Mother",1619,"../img/scale/brueghel/3050.jpg","/janbrueghel/country-road-with-elegant-travelers-including-nursing-mother","Country Road with Elegant Travelers, Including Nursing Mother"
"Country Road with Travelers and Man Praying at Shrine",1619,"../img/scale/brueghel/3055.jpg","/janbrueghel/country-road-with-travelers-and-man-praying-at-shrine","Country Road with Travelers and Man Praying at Shrine"
"Allegory of Gambling: Monkeys Playing a Board Game",1620,"../img/scale/brueghel/2920.jpg","/janbrueghel/allegory-of-gambling-monkeys-playing-a-board-game","Allegory of Gambling: Monkeys Playing a Board Game"
"Allegory of Sight and Smell",1620,"../img/scale/brueghel/2924.jpg","/janbrueghel/allegory-of-sight-and-smell","Allegory of Sight and Smell"
"Baptism of the Ethiopian Eunuch",1620,"../img/scale/brueghel/2965.jpg","/janbrueghel/baptism-of-the-ethiopian-eunuch","Baptism of the Ethiopian Eunuch"
"Basket of Flowers (New York)",1620,"../img/scale/brueghel/2969.jpg","/janbrueghel/basket-of-flowers-new-york","Basket of Flowers (New York)"
"Bouquet in a Sculpted Vase Beside a Wreath of Flowers (Berlin)",1620,"../img/scale/brueghel/2991.jpg","/janbrueghel/bouquet-in-a-sculpted-vase-beside-a-wreath-of-flowers-berlin","Bouquet in a Sculpted Vase Beside a Wreath of Flowers (Berlin)"
"Gallery Interior with Archdukes Albert and Isabella",1620,"../img/scale/brueghel/3248.jpg","/janbrueghel/gallery-interior-with-archdukes-albert-and-isabella","Gallery Interior with Archdukes Albert and Isabella"
"Holy Family in a Flower Garland",1620,"../img/scale/brueghel/3274.jpg","/janbrueghel/holy-family-in-a-flower-garland","Holy Family in a Flower Garland"
"Infanta Isabella and her Entourage in the Park at Mariemont",1620,"../img/scale/brueghel/3285.jpg","/janbrueghel/infanta-isabella-and-her-entourage-in-the-park-at-mariemont","Infanta Isabella and her Entourage in the Park at Mariemont"
"Infanta Isabella and her Ladies Making Hay near Mariemont",1620,"../img/scale/brueghel/3286.jpg","/janbrueghel/infanta-isabella-and-her-ladies-making-hay-near-mariemont","Infanta Isabella and her Ladies Making Hay near Mariemont"
"Madonna of the Forget-Me-Nots",1620,"../img/scale/brueghel/3354.jpg","/janbrueghel/madonna-of-the-forget-me-nots","Madonna of the Forget-Me-Nots"
"Market and Bleaching Ground",1620,"../img/scale/brueghel/3357.jpg","/janbrueghel/market-and-bleaching-ground","Market and Bleaching Ground"
"Mary with Christ and John in a Flower Garland",1620,"../img/scale/brueghel/3365.jpg","/janbrueghel/mary-with-christ-and-john-in-a-flower-garland","Mary with Christ and John in a Flower Garland"
"Mass in a Grotto (London)",1620,"../img/scale/brueghel/3366.jpg","/janbrueghel/mass-in-a-grotto-london","Mass in a Grotto (London)"
"Minerva, Ceres and Fortuna",1620,"../img/scale/brueghel/3368.jpg","/janbrueghel/minerva-ceres-and-fortuna","Minerva, Ceres and Fortuna"
"Nymphs Sleeping After the Hunt, Spied on by Satyr (Santa Fe)",1620,"../img/scale/brueghel/3393.jpg","/janbrueghel/nymphs-sleeping-after-the-hunt-spied-on-by-satyr-santa-fe","Nymphs Sleeping After the Hunt, Spied on by Satyr (Santa Fe)"
"Peter Encounters the Centurion Cornelius",1620,"../img/scale/brueghel/3439.jpg","/janbrueghel/peter-encounters-the-centurion-cornelius","Peter Encounters the Centurion Cornelius"
"Sleeping Nymphs Spied Upon by Satyrs",1620,"../img/scale/brueghel/3554.jpg","/janbrueghel/sleeping-nymphs-spied-upon-by-satyrs","Sleeping Nymphs Spied Upon by Satyrs"
"Snowy Village on a HIll",1620,"../img/scale/brueghel/3561.jpg","/janbrueghel/snowy-village-on-a-hill","Snowy Village on a HIll"
"St. Martin Dividing His Cloak (London)",1620,"../img/scale/brueghel/3567.jpg","/janbrueghel/st-martin-dividing-his-cloak-london","St. Martin Dividing His Cloak (London)"
"Study of Monkeys, Birds, and Deer",1620,"../img/scale/brueghel/3583.jpg","/janbrueghel/study-of-monkeys-birds-and-deer","Study of Monkeys, Birds, and Deer"
"Venus, Vulcan and Amor",1620,"../img/scale/brueghel/3677.jpg","/janbrueghel/venus-vulcan-and-amor","Venus, Vulcan and Amor"
"Nymphs Sleeping After the Hunt, Spied on by Satyr",1620,"../img/scale/brueghel/3837.jpg","/janbrueghel/nymphs-sleeping-after-the-hunt-spied-on-by-satyr","Nymphs Sleeping After the Hunt, Spied on by Satyr"
"View of Cruybeke, Belgium",1620,"../img/scale/brueghel/9761.jpg","/janbrueghel/view-of-cruybeke-belgium","View of Cruybeke, Belgium"
"Allegory of Vanity: The Feast of the Monkeys",1621,"../img/scale/brueghel/2930.jpg","/janbrueghel/allegory-of-vanity-the-feast-of-the-monkeys","Allegory of Vanity: The Feast of the Monkeys"
"Broad Landscape with Dairy Farming",1621,"../img/scale/brueghel/3005.jpg","/janbrueghel/broad-landscape-with-dairy-farming","Broad Landscape with Dairy Farming"
"Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland",1621,"../img/scale/brueghel/3284.jpg","/janbrueghel/icon-of-the-madonna-and-child-suspended-within-a-fruit-and-flower-garland","Icon of the Madonna and Child Suspended Within a Fruit and Flower Garland"
"Virgin and Child in a Flower Garland (Paris)",1621,"../img/scale/brueghel/3743.jpg","/janbrueghel/virgin-and-child-in-a-flower-garland-paris","Virgin and Child in a Flower Garland (Paris)"
"Allegory of Air (Paris)",1621,"../img/scale/brueghel/3924.jpg","/janbrueghel/allegory-of-air-paris","Allegory of Air (Paris)"
"Large Bouquet in an Earthenware Vase (Bucharest)",1622,"../img/scale/brueghel/3340.jpg","/janbrueghel/large-bouquet-in-an-earthenware-vase-bucharest","Large Bouquet in an Earthenware Vase (Bucharest)"
"Landscape with Wagon Train",1622,"../img/scale/brueghel/3833.jpg","/janbrueghel/landscape-with-wagon-train","Landscape with Wagon Train"
"Allegory of Fire: Venus in the Forge of Vulcan (England)",1623,"../img/scale/brueghel/2914.jpg","/janbrueghel/allegory-of-fire-venus-in-the-forge-of-vulcan-england","Allegory of Fire: Venus in the Forge of Vulcan (England)"
"Fruit Garland with Holy Family in a Landscape",1623,"../img/scale/brueghel/3239.jpg","/janbrueghel/fruit-garland-with-holy-family-in-a-landscape","Fruit Garland with Holy Family in a Landscape"
"Fruit and Flower Garland with the Holy Family in a Landscape (Munich)",1623,"../img/scale/brueghel/3246.jpg","/janbrueghel/fruit-and-flower-garland-with-the-holy-family-in-a-landscape-munich","Fruit and Flower Garland with the Holy Family in a Landscape (Munich)"
"Venus and Mars in the Forge of Vulcan",1623,"../img/scale/brueghel/3687.jpg","/janbrueghel/venus-and-mars-in-the-forge-of-vulcan","Venus and Mars in the Forge of Vulcan"
"Baptism of Christ (London)",1625,"../img/scale/brueghel/2962.jpg","/janbrueghel/baptism-of-christ-london","Baptism of Christ (London)"
"Village Landscape",1625,"../img/scale/brueghel/9757.jpg","/janbrueghel/village-landscape","Village Landscape"
"View of City along a River",1630,"../img/scale/brueghel/3898.jpg","/janbrueghel/view-of-city-along-a-river","View of City along a River"
"The Fisherman",1650,"../img/scale/brueghel/9585.jpg","/janbrueghel/the-fisherman","The Fisherman"
"Skating Scene",1650,"../img/scale/brueghel/9714.jpg","/janbrueghel/skating-scene","Skating Scene"
"Coaching Inn in a Village",1700,"../img/scale/brueghel/9729.jpg","/janbrueghel/coaching-inn-in-a-village","Coaching Inn in a Village"
"Boat Building",,"../img/scale/brueghel/2977.jpg","/janbrueghel/boat-building","Boat Building"
"Canal through a Village",,"../img/scale/brueghel/3015.jpg","/janbrueghel/canal-through-a-village","Canal through a Village"
"Castle on the Seashore",,"../img/scale/brueghel/3020.jpg","/janbrueghel/castle-on-the-seashore","Castle on the Seashore"
"Coach on a Country Road",,"../img/scale/brueghel/3038.jpg","/janbrueghel/coach-on-a-country-road","Coach on a Country Road"
"Confluence of Rivers",,"../img/scale/brueghel/3045.jpg","/janbrueghel/confluence-of-rivers","Confluence of Rivers"
"Country Road with Figures and Animals",,"../img/scale/brueghel/3052.jpg","/janbrueghel/country-road-with-figures-and-animals","Country Road with Figures and Animals"
"Flemish Landscape",,"../img/scale/brueghel/3120.jpg","/janbrueghel/flemish-landscape","Flemish Landscape"
"Flowers in a Decorated Ceramic Vase (Detroit)",,"../img/scale/brueghel/3148.jpg","/janbrueghel/flowers-in-a-decorated-ceramic-vase-detroit","Flowers in a Decorated Ceramic Vase (Detroit)"
"Flowers in a Glass Vase (Madrid)",,"../img/scale/brueghel/3151.jpg","/janbrueghel/flowers-in-a-glass-vase-madrid","Flowers in a Glass Vase (Madrid)"
"Landscape with Fort near Harbor",,"../img/scale/brueghel/3313.jpg","/janbrueghel/landscape-with-fort-near-harbor","Landscape with Fort near Harbor"
"Mountainous Landscape",,"../img/scale/brueghel/3379.jpg","/janbrueghel/mountainous-landscape","Mountainous Landscape"
"Mountainous Landscape with Two Figures at Left",,"../img/scale/brueghel/3380.jpg","/janbrueghel/mountainous-landscape-with-two-figures-at-left","Mountainous Landscape with Two Figures at Left"
"Mountainous Landscape with View over a Valley",,"../img/scale/brueghel/3381.jpg","/janbrueghel/mountainous-landscape-with-view-over-a-valley","Mountainous Landscape with View over a Valley"
"Mountainous Landscape with Village in Valley and Distant View",,"../img/scale/brueghel/3382.jpg","/janbrueghel/mountainous-landscape-with-village-in-valley-and-distant-view","Mountainous Landscape with Village in Valley and Distant View"
"Mule Convoy",,"../img/scale/brueghel/3386.jpg","/janbrueghel/mule-convoy","Mule Convoy"
"Paradise Landscape with Creation of the Animals (Rome, Galleria Doria Pamphili)",,"../img/scale/brueghel/3414.jpg","/janbrueghel/paradise-landscape-with-creation-of-the-animals-rome-galleria-doria-pamphili","Paradise Landscape with Creation of the Animals (Rome, Galleria Doria Pamphili)"
"Peasants Dancing in a Circle",,"../img/scale/brueghel/3435.jpg","/janbrueghel/peasants-dancing-in-a-circle","Peasants Dancing in a Circle"
"River Banks",,"../img/scale/brueghel/3467.jpg","/janbrueghel/river-banks","River Banks"
"River through a Town",,"../img/scale/brueghel/3493.jpg","/janbrueghel/river-through-a-town","River through a Town"
"River with Wooded Banks Crossed by a Footbridge",,"../img/scale/brueghel/3497.jpg","/janbrueghel/river-with-wooded-banks-crossed-by-a-footbridge","River with Wooded Banks Crossed by a Footbridge"
"Ruins in Rome",,"../img/scale/brueghel/3530.jpg","/janbrueghel/ruins-in-rome","Ruins in Rome"
"Sailboats at Anchor in Calm Water",,"../img/scale/brueghel/3535.jpg","/janbrueghel/sailboats-at-anchor-in-calm-water","Sailboats at Anchor in Calm Water"
"Saint Hubertus in a Landscape",,"../img/scale/brueghel/3538.jpg","/janbrueghel/saint-hubertus-in-a-landscape","Saint Hubertus in a Landscape"
"Sanctuary of a Gothic Church",,"../img/scale/brueghel/3541.jpg","/janbrueghel/sanctuary-of-a-gothic-church","Sanctuary of a Gothic Church"
"Seagoing Vessels at Anchor in Calm Water",,"../img/scale/brueghel/3544.jpg","/janbrueghel/seagoing-vessels-at-anchor-in-calm-water","Seagoing Vessels at Anchor in Calm Water"
"Seven Sailboats",,"../img/scale/brueghel/3546.jpg","/janbrueghel/seven-sailboats","Seven Sailboats"
"Sheet of Studies of Figures and Carts",,"../img/scale/brueghel/3547.jpg","/janbrueghel/sheet-of-studies-of-figures-and-carts","Sheet of Studies of Figures and Carts"
"Sheet of Various Studies",,"../img/scale/brueghel/3549.jpg","/janbrueghel/sheet-of-various-studies","Sheet of Various Studies"
"Six Chicken Studies",,"../img/scale/brueghel/3553.jpg","/janbrueghel/six-chicken-studies","Six Chicken Studies"
"Small Study of Three Figures",,"../img/scale/brueghel/3558.jpg","/janbrueghel/small-study-of-three-figures","Small Study of Three Figures"
"Small Study of a Man to Right with a Fishing Rod",,"../img/scale/brueghel/3559.jpg","/janbrueghel/small-study-of-a-man-to-right-with-a-fishing-rod","Small Study of a Man to Right with a Fishing Rod"
"Small Study of a Woman",,"../img/scale/brueghel/3560.jpg","/janbrueghel/small-study-of-a-woman","Small Study of a Woman"
"Vast Landscape with a Hunt",,"../img/scale/brueghel/3675.jpg","/janbrueghel/vast-landscape-with-a-hunt","Vast Landscape with a Hunt"
"View in a Valley from the Edge of a Mountain Road",,"../img/scale/brueghel/3691.jpg","/janbrueghel/view-in-a-valley-from-the-edge-of-a-mountain-road","View in a Valley from the Edge of a Mountain Road"
"View of Bakkers Veer, Netherlands",,"../img/scale/brueghel/3693.jpg","/janbrueghel/view-of-bakkers-veer-netherlands","View of Bakkers Veer, Netherlands"
"View of Ruhrort and Duisburg",,"../img/scale/brueghel/3696.jpg","/janbrueghel/view-of-ruhrort-and-duisburg","View of Ruhrort and Duisburg"
"Village Road, Cruybeke",,"../img/scale/brueghel/3720.jpg","/janbrueghel/village-road-cruybeke","Village Road, Cruybeke"
"Village Road with a Pond and Cattle",,"../img/scale/brueghel/3721.jpg","/janbrueghel/village-road-with-a-pond-and-cattle","Village Road with a Pond and Cattle"
"Village Square",,"../img/scale/brueghel/3725.jpg","/janbrueghel/village-square","Village Square"
"Village Street (London)",,"../img/scale/brueghel/3727.jpg","/janbrueghel/village-street-london","Village Street (London)"
"Village Wharf",,"../img/scale/brueghel/3735.jpg","/janbrueghel/village-wharf","Village Wharf"
"Virgin Mary and St. Joseph and the Christ Child, St. John, and Angels Playing with the Instruments of Passion",,"../img/scale/brueghel/3742.jpg","/janbrueghel/virgin-mary-and-st-joseph-and-the-christ-child-st-john-and-angels-playing-with-the","Virgin Mary and St. Joseph and the Christ Child, St. John, and Angels Playing with the Instruments of Passion"
"Woodland Scene with Stags and Bears",,"../img/scale/brueghel/3787.jpg","/janbrueghel/woodland-scene-with-stags-and-bears","Woodland Scene with Stags and Bears"
"Pan and Syrinx (England)",,"../img/scale/brueghel/3839.jpg","/janbrueghel/pan-and-syrinx-england","Pan and Syrinx (England)"
"Archduke Albrecht with Infante Isabella in the Garden of Coudenberg Palace, Brussels",,"../img/scale/brueghel/5551.jpg","/janbrueghel/archduke-albrecht-with-infante-isabella-in-the-garden-of-coudenberg-palace-brussels","Archduke Albrecht with Infante Isabella in the Garden of Coudenberg Palace, Brussels"
"The Palace of Isabella Clara Eugenia at Tervuren",,"../img/scale/brueghel/5552.jpg","/janbrueghel/the-palace-of-isabella-clara-eugenia-at-tervuren","The Palace of Isabella Clara Eugenia at Tervuren"
"Mountainous Landscape with Tobit and the Angel",,"../img/scale/brueghel/9568.jpg","/janbrueghel/mountainous-landscape-with-tobit-and-the-angel","Mountainous Landscape with Tobit and the Angel"
"Riverscape with boats",,"../img/scale/brueghel/9577.jpg","/janbrueghel/riverscape-with-boats","Riverscape with boats"
"River Landscape with Landing Stage (Amsterdam RP-T-1881-A-132)",,"../img/scale/brueghel/9604.jpg","/janbrueghel/river-landscape-with-landing-stage-amsterdam-rp-t-1881-a-132","River Landscape with Landing Stage (Amsterdam RP-T-1881-A-132)"
"Village Scene (Antwerp)",,"../img/scale/brueghel/9608.jpg","/janbrueghel/village-scene-antwerp","Village Scene (Antwerp)"
"Country Road with Three Riders",,"../img/scale/brueghel/9613.jpg","/janbrueghel/country-road-with-three-riders","Country Road with Three Riders"
"Village with Covered Wagon by a River",,"../img/scale/brueghel/9615.jpg","/janbrueghel/village-with-covered-wagon-by-a-river","Village with Covered Wagon by a River"
"Wagon on Road through Forest",,"../img/scale/brueghel/9616.jpg","/janbrueghel/wagon-on-road-through-forest","Wagon on Road through Forest"
"Winter Scene with Boats and Skaters",,"../img/scale/brueghel/9617.jpg","/janbrueghel/winter-scene-with-boats-and-skaters","Winter Scene with Boats and Skaters"
"Three Wagons; Wagons, Horses, and Peasants (verso)",,"../img/scale/brueghel/9618.jpg","/janbrueghel/three-wagons-wagons-horses-and-peasants-verso","Three Wagons; Wagons, Horses, and Peasants (verso)"
"Studies of Peasants with Pigs and Wagons",,"../img/scale/brueghel/9619.jpg","/janbrueghel/studies-of-peasants-with-pigs-and-wagons","Studies of Peasants with Pigs and Wagons"
"Village Square with Ferry",,"../img/scale/brueghel/9629.jpg","/janbrueghel/village-square-with-ferry","Village Square with Ferry"
"River with Sailboats",,"../img/scale/brueghel/9630.jpg","/janbrueghel/river-with-sailboats","River with Sailboats"
"Study of Parrots",,"../img/scale/brueghel/9634.jpg","/janbrueghel/study-of-parrots","Study of Parrots"
"Landscape near Ferrara",,"../img/scale/brueghel/9635.jpg","/janbrueghel/landscape-near-ferrara","Landscape near Ferrara"
"Repairing the Wagon",,"../img/scale/brueghel/9636.jpg","/janbrueghel/repairing-the-wagon","Repairing the Wagon"
"A Group of Peasants",,"../img/scale/brueghel/9640.jpg","/janbrueghel/a-group-of-peasants","A Group of Peasants"
