"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"7098","3721","Village Road with a Pond and Cattle","17th century","France, Paris","Everhard Jabach (Lugt 2959), Inventory #231 (as Jan Brueghel II)",,"provenance"
"7099","3721","Village Road with a Pond and Cattle","1671","France, Paris","Purchased for the Royal Cabinet of King Louis XIV (Lugt 2961)",,"provenance"
"7100","3721","Village Road with a Pond and Cattle","17th century","France, Paris","Jean Prioult (Lugt 2953)",,"provenance"
"6554","3723","Village Scene (Amsterdam)","Jun 15 1908-Jun 18 1908","Netherlands, Amsterdam","Sale, F. Muller, Lot #101",,"provenance"
"6555","3723","Village Scene (Amsterdam)","Apr 29 1919","Netherlands, Amsterdam","Sale, F. Muller",,"provenance"
"6556","3723","Village Scene (Amsterdam)","May 29 1919","Netherlands, Amsterdam","Purchased by Rijksmuseum",,"provenance"
"6373","3724","Village Scene with a Forge",,"Russia, Moscow","Bought by V.A. Alekseev",,"provenance"
"6580","3725","Village Square",,,"Jacques Tranchez",,"provenance"
"6581","3725","Village Square","17th century","Belgium, Antwerp","Van Cauwenberghs",,"provenance"
"6375","3726","Village Street",,"Germany, Mannheim","From Galerie Mannheim",,"provenance"
"6831","3727","Village Street (London)","17th century-18th century","England, London","Jonathan Richardson Senior (Lugt 2184)",,"provenance"
"6832","3727","Village Street (London)","18th century-19th century","England, London","John Rushout, 2nd Baron Northwick",,"provenance"
"6833","3727","Village Street (London)","Jun 5 1921-Jun 6 1921",,"Sale, Sotheby's, Lot #62",,"provenance"
"6922","3728","Village Street with Cart",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"6389","3730","Village Street with Dancing Peasants","Before 1748","Germany, Munich","Electoral Gallery",,"provenance"
"6390","3730","Village Street with Dancing Peasants","1748","Germany, Schleißheim","Schleißheim",,"provenance"
"6391","3730","Village Street with Dancing Peasants","1911","Germany, Munich","Alte Pinakothek, inv. #688",,"provenance"
"6392","3731","Village Street with Drinking Horse","2000","United States, New York, NY","Gallery of Adam Williams",,"provenance"
"6393","3731","Village Street with Drinking Horse","Jan 28 2000","United States, New York, NY","Sale, Sotheby's, Lot #49",,"provenance"
"6394","3733","Village Street with Trees","19th century-20th century","Netherlands","Sidney van den Bergh",,"provenance"
"6395","3733","Village Street with Trees",,"England, London","Thomas Agnew and Sons Ltd.",,"provenance"
"6396","3733","Village Street with Trees",,"England, London","Gallery of L. Koetser",,"provenance"
"6397","3733","Village Street with Trees","1970",,"H. Dorman",,"provenance"
"6398","3733","Village Street with Trees","After 1970","Switzerland","Private Collection",,"provenance"
"6399","3734","Village Wedding Procession (Madrid)","1700",,"First appears in the inventory of the Alcazar",,"provenance"
"6921","3735","Village Wharf",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"6660","3739","A Village in the Mountains",,,"Viscount Knutsford",,"provenance"
"6661","3739","A Village in the Mountains","Apr 11 1955",,"Sale, Sotheby's, Lot #99",,"provenance"
"6662","3739","A Village in the Mountains","1963","England, Cambridge","Acquired on bequest of Ingram by Fitzwilliam Museum",,"provenance"
"6414","3740","Village with Dancing Peasants","Jun 7 1884","England, London","Sale, Christie's",,"provenance"
"6415","3740","Village with Dancing Peasants","After 1884",,"Collection of F. Hodgson",,"provenance"
"6416","3740","Village with Dancing Peasants","Before 1971","England, London","Gallery Hallsborough",,"provenance"
"6417","3740","Village with Dancing Peasants","Before 1971",,"Beaufort Collection",,"provenance"
"6418","3740","Village with Dancing Peasants","1971","England, London","Thomas Brod Gallery",,"provenance"
"6617","3741","Villagers on Their Way to Market","19th century","Netherlands, Amsterdam","Jacob de Vos Jacobsz",,"provenance"
"6618","3741","Villagers on Their Way to Market","May 22 1883-May 24 1883","Netherlands, Amsterdam","Sale by above, Lot #89",,"provenance"
"6619","3741","Villagers on Their Way to Market","19th century-20th century","Belgium, Brussels","Jean de Grez (Lugt 1834)",,"provenance"
"6620","3741","Villagers on Their Way to Market","1913","Belgium, Brussels","Donated to Musées Royaux des Beaux-Arts de Belgique by de Grez",,"provenance"
"6935","3742","Virgin Mary and St. Joseph and the Christ Child, St. John, and Angels Playing with the Instruments of Passion",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"6421","3743","Virgin and Child in a Flower Garland (Paris)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"6422","3743","Virgin and Child in a Flower Garland (Paris)","Jun 24 1796",,"Stolen by Napoleon from the Ambrosiana",,"provenance"
"6423","3743","Virgin and Child in a Flower Garland (Paris)","Jun 24 1796",,"Napoleon, inv. #598",,"provenance"
"6424","3744","Vision of St. John on Patmos (Rome)","Before 1527","Italy, Rome","(Possibly) Collection of Cardinal Francesco Maria del Monte",,"provenance"
"6425","3744","Vision of St. John on Patmos (Rome)","1644","Italy, Rome","Barberini Collection (as ""Un quadretto in Ram con S. Giovanni con l'Apocalipsis, con una marina, di mano di Brugel"")",,"provenance"
"6426","3744","Vision of St. John on Patmos (Rome)","By 1763","Italy, Rome","Doria Pamphili Collection",,"provenance"
"6427","3745","Vision of St. John on Patmos (The Hague)","Before 1940","Netherlands, Amsterdam","Paech",,"provenance"
"6428","3745","Vision of St. John on Patmos (The Hague)","1973-1974","England, London","Christopher Gibbs",,"provenance"
"6429","3745","Vision of St. John on Patmos (The Hague)",,,"Schoen-Chapon Collection",,"provenance"
"6430","3745","Vision of St. John on Patmos (The Hague)","1977","England, London","Colnaghi Collection",,"provenance"
"6431","3746","Visit to the Farmers (Antwerp)","1885","Belgium, Antwerp","Puchased for Collection of Van der Straelen-Moons-van Lerius",,"provenance"
"6432","3747","Visit to the Tenants","1750",,"Schatzkammer, inv. #92",,"provenance"
"6433","3747","Visit to the Tenants","1781","Austria, Vienna","Kunsthistorisches Museum",,"provenance"
"6434","3748","Way to Market","1712",,"Collection of the ruling princes of Liechtenstein",,"provenance"
"6435","3749","Way to Market on Forested Road","Until 1979","England, London","Lieutenant General Sir Geoffrey Gerans",,"provenance"
"6436","3749","Way to Market on Forested Road","1979","Switzerland, Zürich","Gallery of David M. Koetser",,"provenance"
"6437","3750","Wedding Procession to a Church (Brussels)","Before 1965","England, Northwick Park","Collection of Spencer Churchill",,"provenance"
"6438","3750","Wedding Procession to a Church (Brussels)","May 28 1965","England, London","Sale, Christie's, (as ""Pieter I"")",,"provenance"
"6439","3750","Wedding Procession to a Church (Brussels)","1966","Belgium, Brussels","Finck Gallery",,"provenance"
"7104","3751","Wide Busy Road with Figures and Animals in a Village","1671","France, Paris","Purchased for the Royal Cabinet of King Louis XIV (Lugt 2961)",,"provenance"
"7105","3751","Wide Busy Road with Figures and Animals in a Village",,"France, Paris","Musée Napoléon",,"provenance"
"6442","3752","Wide Landscape with Hunters in the Snow","Autumn 1966",,"Leonard Koetser Gallery, inv. #6",,"provenance"
"6448","3754","Wide Landscape with Wagon and Travelers","Before 1968","France, Paris","Prince Cantacuzeno",,"provenance"
"6449","3754","Wide Landscape with Wagon and Travelers","Apr 3 1968","France, Paris","Sale, Gallerra, Lot #204",,"provenance"
"6450","3754","Wide Landscape with Wagon and Travelers","1969","United States, New York, NY","Dealer Frederick Mont",,"provenance"
"6451","3754","Wide Landscape with Wagon and Travelers",,"United States, New York, NY","Private Collection",,"provenance"
"6452","3754","Wide Landscape with Wagon and Travelers","1999","Switzerland, Zürich","Gallery David H. Koetser",,"provenance"
"6453","3755","Wide Landscape with Wagon and Travelers (Cologne)","1963","Germany, Frankfurt","Goedeckemeyer",,"provenance"
"6454","3755","Wide Landscape with Wagon and Travelers (Cologne)",,"Germany, Hessen","Private Collection",,"provenance"
"6462","3757","Wide Landscape with Wagons","2002","England, London","Johnny Van Haeften",,"provenance"
"6463","3758","Wide Landscape with Wagons (Marseille)","2005","England, London","Sale, Sotheby's, Lot #7 (as ""Studio of Jan I"")",,"provenance"
"6464","3760","Wide Plain with Four Windmills",,,"Purchased by Pushkin Museum from K.S. Barygin",,"provenance"
"6465","3761","Wide River Landscape with Resting Travelers","1714","Italy, Rome","Collection of the Colonna Family",,"provenance"
"6466","3761","Wide River Landscape with Resting Travelers","Before 1979","Italy, Campione","Silvano Lodi",,"provenance"
"6467","3761","Wide River Landscape with Resting Travelers",,"Germany","Private Collection",,"provenance"
"6468","3761","Wide River Landscape with Resting Travelers","2002","Netherlands, Maastricht","Gallery Noortman",,"provenance"
"6469","3762","Wide River Landscape with Travelers","Until 1921","United States, Richmond, VA","Collection of Dr. Reuling",,"provenance"
"6470","3762","Wide River Landscape with Travelers",,,"Sale by Reuling heirs to Martin Hofer",,"provenance"
"6471","3762","Wide River Landscape with Travelers","Jan 1923","Switzerland","Sale to Mrs. Edwin Mende",,"provenance"
"6472","3762","Wide River Landscape with Travelers","Dec 11 2003","England, London","Sale, Sotheby's, Lot #50 (as ""Momper and Jan Brueghel the Younger"")",,"provenance"
"6473","3764","Wide Winter Landscape (Madrid)",,"Spain, Madrid","Spanish Royal Collection (acquired by Phillip IV from Charles I of England)",,"provenance"
"6474","3764","Wide Winter Landscape (Madrid)","1686","Spain, Madrid","Alcázar Palace",,"provenance"
"6475","3764","Wide Winter Landscape (Madrid)","1701","Spain, Madrid","Palacio del Buen Retiro",,"provenance"
"6476","3765","Windmill in a Broad Field","1708","Belgium, Antwerp","Acquired from Lemmers by  Gemäldegalerie,",,"provenance"
"6477","3765","Windmill in a Broad Field","1722","Germany, Dresden","Gemäldegalerie, Inventory of 1722, inv. #A 701",,"provenance"
"6478","3765","Windmill in a Broad Field",,,"Lost during World War II",,"provenance"
"6479","3765","Windmill in a Broad Field","2008","Germany, Dresden","Returned to Gemäldegalerie",,"provenance"
"6480","3766","Windmill in a River Landscape","Jun 22 1990","France, Paris","Sale, Ader Picard Tajan, Lot #64",,"provenance"
"6537","3767","Windmill on a Busy River","19th century","Netherlands, Rotterdam","William Pitcairn Knowles",,"provenance"
"6538","3767","Windmill on a Busy River","Jun 25 1895-Jun 26 1895","Germany, Wiesbaden","Sale, Muller & Co. Lot #122",,"provenance"
"6539","3767","Windmill on a Busy River",,"Netherlands, Bussum","Pieter Langerhuizen, ""Craillo""",,"provenance"
"6540","3767","Windmill on a Busy River","Apr 29 1919","Netherlands, Amsterdam","Sale, Muller& Co. Lot #1009",,"provenance"
"6541","3767","Windmill on a Busy River","Jul 5 1927-Jul 6 1927","Netherlands, Amsterdam","Sale (of Bellingham-Smith, Cte Robiano, Della Faille de Waterloos, Mensing, A.W.M.), Lot #173",,"provenance"
"6542","3767","Windmill on a Busy River","1949","Switzerland, Spiez","Gift of I. de Brujin van der Leeuw",,"provenance"
"6483","3768","Winter (Braunschweig)","1697","Germany, Braunschweig","Herzog Anton Ulrich-Museum,",,"provenance"
"6484","3769","Winter Cityscape with Pig Market",,"Belgium","Private Collection",,"provenance"
"6485","3769","Winter Cityscape with Pig Market","Jul 8 1992","England, London","Sale, Sotheby's, Lot #17 (as ""Jacques Foucquier"")",,"provenance"
"6486","3771","Winter Landscape with Angels Strewing Flowers","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"6487","3772","Winter Village Canal",,,"Baronesse de Heusch de la Zangrye, Boil-le-Duc",,"provenance"
"6488","3772","Winter Village Canal","1964","Netherlands, Amsterdam","Gallery de Boer, Lot #28",,"provenance"
"6489","3772","Winter Village Canal",,"Germany, Dortmund","Collection of Dr. Becker",,"provenance"
"6490","3772","Winter Village Canal","1975-1976","Netherlands, The Hague","Gallery Gramer, Lot #90",,"provenance"
"6491","3773","Winter Village Landscape","1963","England, London","Sale, Koetser, inv. #13A (as ""Winter landscape; attributed to Jan Brueghel the Younger"")",,"provenance"
"6492","3773","Winter Village Landscape",,,"European Private Collection",,"provenance"
"6493","3774","Winter Village Landscape with Ice Skaters","1749",,"Acquired by Wilhelm VIII, inv. #770 (as ""Momper and Brueghel"")",,"provenance"
"6494","3774","Winter Village Landscape with Ice Skaters","1752",,"Gerard Hoet",,"provenance"
"6495","3774","Winter Village Landscape with Ice Skaters","1807-1915","France, Paris",,,"provenance"
"6496","3775","Winter Village Landscape with Ice Skating","1927","Germany, Hamburg","Hamburger Kunsthalle",,"provenance"
"6497","3776","Wooded Canyon with Rock Bridge and Travelers","Jan 9 1996","United States, New York, NY","Sale, Christie's, #68 (as ""Adriaen van Stalbemt"")",,"provenance"
"6498","3777","Wooded Landscape with Duck Hunter","1953","England, London","Slatter Gallery",,"provenance"
"6499","3777","Wooded Landscape with Duck Hunter","Apr 27 2001","Sweden, Stockholm","Sale, Auktionsverket",,"provenance"
"6500","3777","Wooded Landscape with Duck Hunter","Jan 24 2002","United States, New York, NY","Sale, Sotheby's, Lot #164 (as ""attributed to Jan II"")",,"provenance"
"6501","3778","Wooded Landscape with Houses and Walkers","Jun 1962","Germany, Bad Kissingen","Leo Spik, inv. #173",,"provenance"
"6502","3778","Wooded Landscape with Houses and Walkers",,"Germany, Rhineland","Private Collection",,"provenance"
"6503","3780","Wooded Landscape with Travelers and an Upset Cart","For several generations by 1978","England","Private Collection",,"provenance"
"6504","3780","Wooded Landscape with Travelers and an Upset Cart","1979","England, London","Speelman Ltd./Gallery Brod",,"provenance"
"6505","3780","Wooded Landscape with Travelers and an Upset Cart","Jul 10 1998","England, London","Sale, Christie's, Lot #12",,"provenance"
"6573","3781","Wooded Landscape with Wagon","1905","Belgium, Antwerp","Max Rooses",,"provenance"
"6507","3783","Woodland Landscape with Travelers on a Path","Before 1979","Netherlands, Amsterdam","Gallery Pieter de Boer",,"provenance"
"6508","3783","Woodland Landscape with Travelers on a Path","1979","Sweden, Stockholm","Collection Einar Perman",,"provenance"
"6509","3783","Woodland Landscape with Travelers on a Path","1990","England, London","Gallery Johnny Van Haeften",,"provenance"
"6829","3784","Woodland Road","Jul 8 1853",,"Sale, Sotheby's, Lot #292 (a portfolio of drawings)",,"provenance"
"6830","3784","Woodland Road","1853",,"Bought by G.W. Reid (P&D Keeper for £4-12-0)",,"provenance"
"6512","3785","Woodland Road near a Village",,"Germany, Munich","Alte Pinakothek, inv. #693 (?131)",,"provenance"
"6513","3785","Woodland Road near a Village","1935",,"Sale",,"provenance"
"6514","3785","Woodland Road near a Village","1936","Germany, Düsseldorf","Gallery Stern",,"provenance"
"6515","3785","Woodland Road near a Village","1990","Germany, Munich","Gallery Bernheimer",,"provenance"
"6516","3785","Woodland Road near a Village","1995","United States, New York, NY","Gallery Naumann",,"provenance"
"6517","3786","Woodland Road with Chapel","1794","Sweden, Gothenburg","Count Gustav Adolf Spare",,"provenance"
"6518","3786","Woodland Road with Chapel","1895","Sweden, Wanas","Collection of the Police Constable",,"provenance"
"6519","3786","Woodland Road with Chapel","Dec 5 2007","England, London","Sale, Sotheby's, Lot #2 (for 524,500 pounds as ""Studio of Jan Brueghel"")",,"provenance"
"6827","3787","Woodland Scene with Stags and Bears","18th century-19th century","England, London","Paul Sandby (Lugt 2112)",,"provenance"
"6828","3787","Woodland Scene with Stags and Bears","1910",,"Purchased from Arthur Melville Champernowne",,"provenance"
"7317","3788","Wooded Landscape with a Family of Bears, Deer, and Other Wild Animals","19th century","England, London","Miss James (d.c. 1891)",,"provenance"
"7318","3788","Wooded Landscape with a Family of Bears, Deer, and Other Wild Animals","Until 1963","England, London","The Misses Alexander",,"provenance"
"7319","3788","Wooded Landscape with a Family of Bears, Deer, and Other Wild Animals","Oct 21 1963","England, London","Their Sale, Sotheby's, Lot #54 (as J. Brueghel I)",,"provenance"
"7320","3788","Wooded Landscape with a Family of Bears, Deer, and Other Wild Animals","20th century","France, Paris","Purchased by Frits Lugt (Lugt 1028), Inventory #8025",,"provenance"
"4478","3789","Air: The Rape of Ganymede","Before 1931","England, London","Collection of Mrs. E. M. Marr",,"provenance"
"4479","3789","Air: The Rape of Ganymede","Mar 23 1931","England, London","Sale, Christie's, Lot #155 (Auction of Marr Collection)",,"provenance"
"4480","3789","Air: The Rape of Ganymede",,"England, London","Acquired by Mr. C. Boot, possibly with its pendant ""Vulcan's Forge"" (see Ertz 2008-10, cat. #400)",,"provenance"
"4481","3789","Air: The Rape of Ganymede","Apr 11 1989","England, London","Sale, Christie's,  Lot #48",,"provenance"
"4482","3789","Air: The Rape of Ganymede","2003","England, London","Acquired by Rafael Valls",,"provenance"
"4485","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","1627","Italy, Rome","Collection of Francesco Maria del Monte",,"provenance"
"4486","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","1944","England, London","Asa Thomas Auction",,"provenance"
"4487","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","Mar 17 1944","England, London","Sale, Christie's, Lot #11",,"provenance"
"4488","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","1947","United States, New York, NY","Collection of Salomon Bergs",,"provenance"
"4489","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","Before 1960","England, London","Beaufort Collection",,"provenance"
"4490","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","Dec 7 1960","Belgium, Brussels","Sale, Stuyck Auction, #18 (as ""Jan I and Rottenhammer"")",,"provenance"
"4491","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","1969","United States, New York, NY","Collection of Salomon Bergs",,"provenance"
"4492","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","Dec 12 1979","England, London","Sale, Sotheby's, Lot #21",,"provenance"
"4493","3790","Allegory: The Dream of Raphael (Circe & Ulysses)","1986","Canada, Toronto","Art Gallery of Ontario, gift from Joey and Toby Tanenbaum",,"provenance"
"4494","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","Before 1735","Netherlands, Haarlem","Possibly Collection of Johann van Schuylenburg",,"provenance"
"4495","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","Sep 20 1735","Netherlands, The Hague","Sale",,"provenance"
"4496","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","1938","Germany, Berlin","Acquired by Fritz Schleif",,"provenance"
"4497","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","Until 1945","Germany, Münchengladbach","August Schubert Collection",,"provenance"
"4498","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)",,"Czech Republic, Ruprechtice","Likely at Ruprechtice after August Schubert Collection",,"provenance"
"4499","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","1945","Czech Republic, Broumov","Broumov Regional Museum, 1945-1946",,"provenance"
"4500","3791","Allegory of Abundance: Venus, Bacchus and Ceres (Prague)","1946","Czech Republic, Prague","National Gallery in Prague takes over Broumov in 1946",,"provenance"
"4507","3792","Allegory of Air (Germany)","1822","Scotland, Hamilton","Collection of the Dukes of Hamilton in Hamilton Palace",,"provenance"
"4508","3792","Allegory of Air (Germany)","1823","England, London","William Beckford Collection in Fonthill",,"provenance"
"4509","3792","Allegory of Air (Germany)","Before 1922","England, London","Collection of Angela Burdett-Coutts in Highgate, London",,"provenance"
"4510","3792","Allegory of Air (Germany)","May 4 1922","England, London","Sale, Christie's, Lot #86 (as part of a pair with ""Allegory on Water,"" see Ertz 2008-10, Cat. #498)",,"provenance"
"4511","3792","Allegory of Air (Germany)","Jul 7 1993","England, London","Sale, Sotheby's, London, Lot #23 and 24 (as part of a pair with ""Allegory of Water"")",,"provenance"
"4512","3792","Allegory of Air (Germany)","1993","United States, New York, NY","Private Collection",,"provenance"
"4513","3792","Allegory of Air (Germany)","Jul 8 1999","England, London","Sale, Sotheby's, Lot #53 (as part of a pair with ""Allegory of Water"" for GBP 800,000",,"provenance"
"4514","3793","Allegory of Air (Lyon)","1659","Austria, Vienna","Collection of Archduke Leopold Wilhelm (according to Garas 1968)",,"provenance"
"4515","3793","Allegory of Air (Lyon)","1661","Austria, Vienna","Bequeathed to Wilhelm's nephew, Emperor Leopold I of Vienna and placed in imperial collection in Stalburg, Vienna",,"provenance"
"4516","3793","Allegory of Air (Lyon)","1776-1809","Austria, Vienna","Castle Belvedere",,"provenance"
"4517","3793","Allegory of Air (Lyon)","1809","Austria, Vienna","Stolen from Castle Belvedere by Napoleon's troops",,"provenance"
"4518","3793","Allegory of Air (Lyon)","1809","France","Seized by French forces",,"provenance"
"4519","3793","Allegory of Air (Lyon)","Feb 15 1811","France, Lyon","Sent to Lyon as property of the French State",,"provenance"
"4531","3794","Allegory of Earth (Lyon)","1659","Austria, Vienna","Collection of Archduke Leopold Wilhelm (according to Garas 1968)",,"provenance"
"4532","3794","Allegory of Earth (Lyon)","1661","Austria, Vienna","Bequeathed to Wilhelm's nephew, Emperor Leopold I of Vienna and placed in imperial collection in Stalburg, Vienna",,"provenance"
"4533","3794","Allegory of Earth (Lyon)","1776-1809","Austria, Vienna","Castle Belvedere",,"provenance"
"4534","3794","Allegory of Earth (Lyon)","1809","Austria, Vienna","Stolen from Castle Belvedere by Napoleon's troops",,"provenance"
"4535","3794","Allegory of Earth (Lyon)","1809","France","Seized by French forces",,"provenance"
"4536","3794","Allegory of Earth (Lyon)","Feb 15 1811","France, Lyon","Sent to Lyon as property of the French State",,"provenance"
"4537","3795","Allegory of Earth (Paris)","1935","Germany, Berlin","Galerie van Diemen",,"provenance"
"4538","3795","Allegory of Earth (Paris)","1952","Germany, Munich","(Probably Munich) Collection of Dr. Hubert Wilm",,"provenance"
"4539","3795","Allegory of Earth (Paris)","Dec 4 1952-Dec 8 1952","Germany, Cologne","Sale, Lempertz, Lot #1163",,"provenance"
"4540","3795","Allegory of Earth (Paris)","Feb 8 1971","England, London","Sale, Sotheby's, Lot #40",,"provenance"
"4541","3795","Allegory of Earth (Paris)","1971","England, London","Duits Gallery",,"provenance"
"4542","3795","Allegory of Earth (Paris)","1979","Scotland","Acquired from Duits Collections",,"provenance"
"7340","3795","Allegory of Earth (Paris)","Jun 22 1990","France, Paris","Ader Picard Tajan, lot #62",,"provenance"
"7341","3795","Allegory of Earth (Paris)","1990-2016",,"Private collection",,"provenance"
"4554","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","1659","Austria, Vienna","Collection of Archduke Leopold Wilhelm (according to Garas 1968)",,"provenance"
"4555","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","1661","Austria, Vienna","Bequeathed to Wilhelm's nephew, Emperor Leopold I of Vienna and placed in imperial collection in Stalburg, Vienna",,"provenance"
"4556","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","1776-1809","Austria, Vienna","Castle Belvedere",,"provenance"
"4557","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","1809",,"Stolen from Castle Belvedere by Napoleon's troops",,"provenance"
"4558","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","1809",,"Seized by French forces",,"provenance"
"4559","3796","Allegory of Fire: Venus in the Forge of Vulcan (Lyon)","Feb 15 1811","France, Lyon","Sent to Lyon as property of the French State",,"provenance"
"4593","3797","Allegory of Water (Germany)","1822","Scotland, Hamilton","Collection of the Dukes of Hamilton, Hamilton Palace",,"provenance"
"4594","3797","Allegory of Water (Germany)","1823","England, London","Collection of William Beckford, Fonthill Abbey",,"provenance"
"4595","3797","Allegory of Water (Germany)","Before 1922","England, London","Collection of Angela Burdett-Coutts, Highgate",,"provenance"
"4596","3797","Allegory of Water (Germany)","May 4 1922","England, London","Sale, Christie's, Lot #86 (advertised as part of a pendant with ""Allegory of Air"", Ertz 2008-10, Cat. 503)",,"provenance"
"4597","3797","Allegory of Water (Germany)","Jul 7 1993","England, London","Sale, Sotheby's, Lot #23 and #24 (as part of a pair with ""Allegory of Air"", Ertz 2008-10, Cat. 503)",,"provenance"
"4598","3797","Allegory of Water (Germany)","1993","United States, New York, NY","Private Collection",,"provenance"
"4599","3797","Allegory of Water (Germany)","Jul 8 1999","England, London","Sale, Sotheby's, Lot #53 (as part of a pair with ""Allegory of Air"", Ertz 2008-10, Cat. 503)",,"provenance"
"4600","3798","Allegory of Water (Lyon)","1659","Austria, Vienna","Collection of Archduke Leopold Wilhelm (according to Garas 1968)",,"provenance"
"4601","3798","Allegory of Water (Lyon)","1661","Austria, Vienna","Bequeathed to Wilhelm's nephew, Emperor Leopold I of Vienna and placed in imperial collection in Stalburg, Vienna",,"provenance"
"4602","3798","Allegory of Water (Lyon)","1776-1809","Austria, Vienna","Castle Belvedere",,"provenance"
"4603","3798","Allegory of Water (Lyon)","1809","Austria, Vienna","Stolen from Castle Belvedere by Napoleon's troops",,"provenance"
"4604","3798","Allegory of Water (Lyon)","1809","France","Seized by French forces",,"provenance"
"4605","3798","Allegory of Water (Lyon)","Feb 15 1811","France, Lyon","Sent to Lyon as property of the French State",,"provenance"
"10003","3799","Allegory of the Five Senses","1654","Belgium, Antwerp","Probably collection of Emerentiana Gallo de Salamanca, sister of Lord of Noirmont",,"provenance"
"4614","3799","Allegory of the Five Senses","Before 1979","Belgium","Private Collection",,"provenance"
"4615","3799","Allegory of the Five Senses",,"Germany","Private Collection",,"provenance"
"4616","3799","Allegory of the Five Senses","Until 1987","Germany, Münster","On loan to Westfalisches Ländesmuseum, Inv. #1692LG",,"provenance"
"4618","3799","Allegory of the Five Senses",,"Japan","Private Collection",,"provenance"
"4617","3799","Allegory of the Five Senses","Jan 26 2001","United States, New York, NY","Sale, Christie's New York, Lot #10",,"provenance"
"10065","3799","Allegory of the Five Senses","2001-2002","England, London","With Johnny van Haeften",,"provenance"
"4632","3800","Ancient Ruin by Seaside Harbor","1949","Netherlands, Amsterdam","D.A. Hoogendijk",,"provenance"
"4633","3800","Ancient Ruin by Seaside Harbor","1949","Netherlands","Private Collection",,"provenance"
"4634","3800","Ancient Ruin by Seaside Harbor","Jun 12 1988","United States, New York, NY","Sale, Christie's, Lot #130",,"provenance"
"4635","3800","Ancient Ruin by Seaside Harbor","Nov 13 1990","Netherlands, Laren","Auction",,"provenance"
"4636","3800","Ancient Ruin by Seaside Harbor","1993","Netherlands, Amsterdam","Gallery de Boer",,"provenance"
"4637","3800","Ancient Ruin by Seaside Harbor","1993","Switzerland, Zürich","David H. Koetser Gallery",,"provenance"
"4718","3801","Bouquet in a Glass Vase (Munich)","1991","France, Paris","Gallery Leegenhoek",,"provenance"
"4719","3801","Bouquet in a Glass Vase (Munich)","1998","Switzerland, Lausanne","Private Collection of Charrièrede Severy",,"provenance"
"4720","3801","Bouquet in a Glass Vase (Munich)",,"Switzerland","Private Collection",,"provenance"
"4721","3801","Bouquet in a Glass Vase (Munich)","2001","France, Paris","Gallery Bob Haboldt",,"provenance"
"4722","3801","Bouquet in a Glass Vase (Munich)","Dec 12 2002","England, London","Sale, Sotheby's, Lot #12 (as Jan Brueghel the Elder)",,"provenance"
"4723","3801","Bouquet in a Glass Vase (Munich)","Jan 24 2008","United States, New York, NY","Sale, Sotheby's, Lot #54 (as Jan Brueghel the Elder and Jan Brueghel the Younger for $577,000)",,"provenance"
"4726","3802","Bouquet in a Glass Vase (Washington)",,"England, London","Th. McLean",,"provenance"
"4727","3802","Bouquet in a Glass Vase (Washington)",,,"A.R. Holland",,"provenance"
"4728","3802","Bouquet in a Glass Vase (Washington)",,,"Lady Scott",,"provenance"
"4729","3802","Bouquet in a Glass Vase (Washington)","Jul 4 1956","England, London","Sale, Christie's, Lot #131",,"provenance"
"4730","3802","Bouquet in a Glass Vase (Washington)","Apr 29 1957-Jun 28 1957","England, London","Hallborough Gallery, inv. #5",,"provenance"
"4731","3802","Bouquet in a Glass Vase (Washington)","Jul 4 1947","England, London","Sale, Sotheby's, Lot #131",,"provenance"
"4732","3802","Bouquet in a Glass Vase (Washington)",,"England, London","F. Partridge",,"provenance"
"4733","3802","Bouquet in a Glass Vase (Washington)","1968","Netherlands, Wassenaar","Collection of Sidney van den Bergh, Cat. 1968 #34",,"provenance"
"4734","3802","Bouquet in a Glass Vase (Washington)","ca. 1967","Netherlands, The Hague","Hans Cramer",,"provenance"
